Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
8228,70,41,Best shorts...ever!,These short are the best! the denim is incredibly soft. they go perfect with both casual and nice tops. i would wear them out everyday if i could.,5,1,0,General,Bottoms,Shorts
8238,17,31,Love this dress!,"I absolutely love this dress! i got it right after my first baby was born to wear to an outdoor, early october wedding. it was perfect! the fit is flattering and the dress is well made. it's a classy, elegant dress and i have worn it many times since.",5,1,0,General,Dresses,Dresses
8262,1096,63,Lovely dress,"Thank you retailer for a collection that includes dressy mid-length dresses suitable for special occasions! the simplistic beauty, quality of workmanship, and form fitting style of this dress is perfect. the fit and flare enhances curves and hides flaws. it pairs perfectly with the necklace shown and a cropped lace front cardigan that i found elsewhere. admittedly, i am not sure that younger clients would be happy with the tea length, but i am ecstatic!",4,1,4,General,Dresses,Dresses
8292,113,54,Very soft but lighter weight than it looks,"Soft, cozy, and the heathered off-white/palest gray is a great cool-toned neutral. the only surprise was that it is lightweight; not nearly as warm as it looks. the hood has a fuzzy sherpa lining, the unlined jacket has a soft fleece or flannel finish on the inside with zigzag seams, the ouside looks like a sweatshirt. it does work great as a top layer though. 50% polyester, 38% cotton, 12% rayon.
.
got this in a size 's' to fit my hips and it works out great. i'm 5'2"", currently 33-25-37ish, wi",4,1,3,Initmates,Intimate,Sleep
8397,134,25,Love it!,Love these! they are thick and comfortable. they feel like sweat pants but are cute enough to wear out if you are running quick errands. definitely recommend!,5,1,0,General Petite,Intimate,Lounge
8445,205,40,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Layering
8453,510,36,Perfect!,"This is the prettiest little nighty. it is romantic, soft and so very pretty. i really adore everything about this piece , but the pink detail on the trim, along with the floral embroidery is are just the right extra touches that retailer shoppers have come to love.",5,1,1,General Petite,Intimate,Lounge
8492,1152,35,For hourglass figures?,"My v-shape figure (broad shoulder, narrow hips, waist not well defined) looked completely square in this. not flattering at all. perhaps better for other figures.",2,1,4,General,Dresses,Dresses
8494,407,34,Nice suit.  bottom is higher on back,"Reference: 100#, 5'1, 32a... ordered size xs.  the suit is pretty.  under the neckline, where the two orange panels meet the white center panel, that corner puckers a bit.  this will not happen if you have a larger chest than my 32a or have a longer/broader torso so that the fabric can stretch out, thus pulling that merging area flat.  the sides (cut out) lays flat when you stand up straight and gapes when your turn/bend to the side.  i think this is expected.  the bottom section, on the back, c",4,1,0,Initmates,Intimate,Swim
8499,397,30,"Great overall, too darn long","I'm not petite, but i am short at 5'3 and while these fit in all the right places, the leggings are about 5-6 inches too long. i'm still deciding whether to return or hem - but the hemming would have to be professionally done with this material. bummer.",4,1,0,Initmates,Intimate,Lounge
8518,651,33,Love it!,"This is a very nice bra, upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.",3,1,0,Initmates,Intimate,Intimates
8524,991,32,Cheap,"I loved the fit, color and style, but the fabric seemed very thin and cheap. i was worried that it would tear easily. this is getting returned.",3,0,1,General,Bottoms,Skirts
8525,312,31,Love it!,"Absolute best pair of yoga pants. they are the softest material- so comfy! i'm 5'3, 125lbs with a curvy figure and the m fit perfectly :)",5,1,2,Initmates,Intimate,Lounge
8547,247,28,"Very pretty, comfortable","This bra is obviously very pretty and feminine, but i was surprised that it's also really comfortable! it provides a pretty good amount of support, especially for an unlined bra, and feels pretty sturdy despite there not being much there. my 34b fit true to size.",5,1,2,Initmates,Intimate,Intimates
8577,774,44,A little short but...,"I'm 5'4"" and weight 130 and i usually wear a small in dresses from retailer. although this fits everywhere, it's a tad shorter than i expected based on the fact i figured the model was at least 5/7"" and this looks to be mid-thigh.. it's mid-thigh on me so i'll be wearing tights and boots- can't wear without tights...imho. otherwise, so comfortable and cute...",4,1,1,Initmates,Intimate,Lounge
8581,260,49,Cute vest x2,"Fell in love at first site, cozy and wonderful design that creates a slim line even with full figure.",5,1,5,Initmates,Intimate,Lounge
8582,496,37,Love it!,Love the quality and fit! it runs small so i got one size bigger.,5,1,0,General,Bottoms,Shorts
8583,243,26,Favorite pjs,"I absolutely love these sleepwear pants. they are lightweight, soft, good fit and quality and the design is really pretty!! a steal at this price.",5,1,0,Initmates,Intimate,Sleep
8594,1174,47,Chic and unique,"This is a gorgeous bathing suit. the colours are more brilliant than the ones in the picture, and much more beautiful. comfortable, chic, and unique",5,1,0,Initmates,Intimate,Swim
8605,279,48,Don't bend over,Totally see through.,1,0,1,General Petite,Intimate,Lounge
8745,1019,43,Love it!,This skirt is nicer in person. the fit is a little strange. the waist is tts but rest of the skirt runs a size large. i am a curvy size 8 and purchased the 6 based on another review. the waist is a tad snug but overall the skirt fits. it's too beautiful to return.,5,1,0,General,Bottoms,Skirts
8757,1151,39,Classic and flattering,"While i wouldn't normally look at this piece, the price was unbeatable. i was even more impressed when it arrived and i tried it on! the design is reminiscent of an old time patchwork quilt fairy tale- more beautiful in person than in the pic. the covered buttons at the neck and wrists are just lovely and feminine, and the dress falls and flows around me in a fun and flirty way. i paired it with charcoal heather tights and dark gray booties- super cute! you won't regret it.",5,1,1,General,Dresses,Dresses
8779,554,48,Perhaps the most comfy pants ever,"I'm 5'2 & the length is fine except i'd probably hem if i used for yoga/pilates. but i prefer cropped for those activities, so these are just knock a round lounge pants for me. they are thin, but not in a cheap way. i don't understand why they're called french terry became that's not what i see/feel; but they are sumptuous & soft. i like that the fold over waist part is stitched & keeps its shape. for size reference, , i got the black xxs- i'm 115 lbs, athletic apple & they fit/look great & clin",5,1,0,Initmates,Intimate,Sleep
8782,348,28,Cute but not practical,Top is completely see through. i cant imagine if it were to get wet what it would look like. it is a cute design but not practical at all.,1,0,6,Initmates,Intimate,Swim
8824,359,24,This is the perfect throw on shirt.,I can not speak highly enough about this shirt. i originally bought the navy one and then went back to purchase the other two colors. the material is soft and thin without being flimsy. the fit is very flattering.,5,1,1,Initmates,Intimate,Layering
8827,846,44,Crisp and clean,Love the cutouts and embroidered detail of this top. it swings away from the body due to the crisp cotton drape. perfect for summer!,5,1,4,General Petite,Tops,Blouses
8828,283,40,Love it!,"Soft, comfy and cute! great for casual wear! should've bought in more colors",5,1,0,Initmates,Intimate,Lounge
8845,725,53,Completely see through,"I thought this tank would be so cute and comfy for my daily walks, but it's completely see through.  i sized down one size based on a review from another website and it fits ok, but it's hard to say if it runs tts because i have nothing to compare it to.  if the fabric was a little thicker, this would be the perfect tank.  unless your planning on layering this, i wouldn't recommend.",3,0,0,Initmates,Intimate,Lounge
8871,83,27,Love this!,"I know it's a bit of a moot point since the chemise has sold out - but on the off chance any come back in stock, or if you see one at your local store - i urge you to try it on! the fabric is incredible. so luxurious. it fits me amazingly. i have a hard time with the whole tight chemise/slip/nightie category of clothing, as i'm fairly skinny, but still curvy, and while i love my curves, i do have a muffin top that can get real awkward when you're trying to look sexy. this, however, is a godsend.",5,1,0,Initmates,Intimate,Intimates
8882,785,66,Not what i expected,"I gulped when i put this in my bag during retailer days because the price was still too much but thought this has to be wonderful to charge so much, right? boy was i wrong. this is a sweater knit with a very deep v-neck that's incredibly boxy and unattractive. the knit shed all over my pants in the few minutes i had it on. i ordered in xl, having never tried this designer and that was a mistake because i generally wear large or medium. it was swimming on me. the stripes aren't as cute in real life",2,1,0,Initmates,Intimate,Sleep
8917,337,34,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,4,1,0,Initmates,Intimate,Lounge
8923,102,34,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Intimates
8947,951,43,Lovely colors and concept but fit is off,"I thought this was such a beautiful cardigan from the online photos. i ordered it in the small size but the fit is strange. the arms and wrist cuffs are so large it cannot be pushed up to stay out of the way for things i would like to do when wearing it (i'm a teacher and my classroom is that kind of environment). i was also confused by the front ""collar"" ribbing and how it was supposed to lay - open, folded over, partly folded over - it just didn't seem to have a particular style to this area.",3,0,3,General,Tops,Sweaters
8952,760,60,Bridal lingerie.,I ordered  flora nikrooz for my daughter for her wedding.  it is beautiful. the delivery was quick!!! very happy.,5,1,0,Initmates,Intimate,Intimates
8996,61,39,Love it!,"At 5'4"" and 140 lbs, this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",4,1,0,Initmates,Intimate,Layering
9004,971,37,Love,"Nice thick fabric, lays well. sleeves three quarter but looks great on.",5,1,0,General Petite,Jackets,Jackets
9019,57,31,Love it!,"Yes, this is a thinner bra, it's almost sheer when you hold it up to the light, but it fit perfectly (36d) and is seamless under even the thinnest tops. i love that its not padded, i feel like it just slightly enhances my natural shape without adding anything more, and i really wish i had bought multiples before they sold out! i can't speak to how it will hold up since i just got it yesterday and i'm wearing it for the first time today, but i'm keeping my fingers crossed that it will last as wel",5,1,0,Initmates,Intimate,Intimates
9025,1189,42,Great summer pants,"These are so much better than i anticipated! they are lightweight for summer, the perfect length (i'm 5'7"" and they are just right with a 2"" wedge), and very flattering. i will be living in these all summer long! i agree with the other reviewer who felt the catalog picture misrepresented them. they do not have a technicolor sheen at all. rather, they are a beautiful, classic chambray.",5,1,3,General,Bottoms,Jeans
9057,38,24,More compliments than i could have imagined,"I knew when i bought this bralette that there was something special about it...the intricacy of the design is really pretty as is the style...but seriously - every single time i wear this bralette out (paired with a cute top or dress) i get tons of compliments from all of my friends. i never thought a bralette would spark so much conversation! aside from that it is super durable...i've had it for a year now, have washed it several times, and it is not stretched out at all or frayed aka it is gre",5,1,0,Initmates,Intimate,Intimates
9076,265,65,Love it!,I'm very disappointed in the quality. it seems more like a pajama than a tunic. definitely not worth 100.00 dollars. i plan to return it.,2,0,14,Initmates,Intimate,Sleep
9116,622,33,Perfect cami,"I originally ordered the white in this cami, but after receiving was absolutely obsessed with it! i ordered the 2 other colors. the fabric is so soft and the buttons are perfect as i just had a baby and will need easy access for nursing. love this cami!",5,1,0,Initmates,Intimate,Lounge
9121,414,61,Love it!,"Very pretty, romantic",3,0,3,Initmates,Intimate,Sleep
9210,133,55,Cute,"Nice fit, stretchy fabric, but they do not stretch out of shape or so much that they are too big after wearing for a few hours. very true to size and great length. i am going to buy another pair because i know once i wear these out i will want a back-up!",5,1,2,General,Bottoms,Shorts
9274,1176,46,Beautiful suit that was not well tested,I wore this suit for the first time yesterday and the black inner lining is leaking and causing stains on the white sections. seriously bummed as this is a super lovely suit.,1,0,4,Initmates,Intimate,Swim
9318,1039,28,Love it!,"So first off, yes, these are almost mind-numbingly expensive. however, i think the design and quality are absolutely there. the label ""low-rise"" always makes me wary (as someone who is curvy, low rise often = muffin top danger and bad early 2000s flashbacks), but the low rise design of these is actually great. they are mainly low rise in the front, angling down slightly toward the button, and in the back they are, not super high, but more of a mid rise, so you won't have to be really careful ben",5,1,1,General,Bottoms,Jeans
9390,318,46,Top portion too low,This was such a cute suit but strange how they designed it. top runs super low and it almost did not cover my breast area. runs small. i had to return because fit was way to small for a large suit.,4,0,0,Initmates,Intimate,Swim
9433,799,64,Great racerback!,I decided to order both the black & sand colors in the m/l. very soft & fit is perfect. has adjustable straps. wore under my racerback tank today for my usual walk. the bra & straps were not exposed. it did not rub or irritate at all. it will work well under other tops i have & some dresses that are racerback style. i have other racerback bras but they just haven't worked out - either too uncomfortable or the straps show anyways. this one is perfect! it's soft & lightweight. it has some moderate,5,1,8,Initmates,Intimate,Intimates
9444,72,25,My favorite socks!!!,"I never write reviews, but these socks are so worth it! they are incredibly soft, stretchy, and hug your feet just tight enough where you don't even realize you're wearing socks, but they aren't too tight.

i wash them straight away after wearing so i can wear them again. you won't regret it. true to color!",5,1,0,General,Tops,Dresses
9450,885,30,Not as pictured,"This top hit at my hips not as it appears on the model in the photo, and i am short at 5' 2"". cute top, but shorter than i had expected and definitely not a tunic style.",3,0,0,General,Tops,Knits
9458,162,46,Vegan suede leggings,"""vegan suede"" makes these sound fancier than they are. i love them and they're super cozy and a nice change from plain leggings, but they're just a microfiber legging which makes the price about 20 too high even for retailer. still... i'm sure i'll wear them plenty. i usually wear a 2-4 and the xs fit me, which makes me think they'd be too large for a size 0/xs.",4,1,2,Initmates,Intimate,Legwear
9540,879,34,"Very nice, but not for me","The fabric and color are very nice, as is the cut, however this is entirely unsuited to someone as short as i (5'3""). i also have a proportionally short torso, so the split hits in the completely wrong place. someone taller is likely to love this.",4,1,5,General,Tops,Knits
9569,399,32,Love it!,Gorgeous details great use of materials -- yet the diagonal seam above the knee at the quadriceps cuts off the muscle and looks odd if you are the least bit muscular.,3,0,0,Initmates,Intimate,Lounge
9575,1148,32,"Nice, but too low","These jeans are great quality, but they just hit too low for me to be comfortable.",4,1,0,General Petite,Bottoms,Jeans
9622,764,48,Are you kidding?,"Finally decided to join the yoga-wear craze and thought these tights and a few other pair from retailer would help me transition to this style. my size l tights were just that -- tight! so tight, i really didn't want to pull them up past the knee!! i am not kidding. i wear size 14 pants and my legs are toned and shapely, so there was no reason to expect a l wouldn't fit. so sad.",3,0,0,Initmates,Intimate,Lounge
9649,219,42,Love it!,"I so wanted to love this suit. it was gorgeous - the color, the quality, the style, but i am returning and can not recommend it. the sides need to be connected just a little bit higher and i think it would work, but there is no way you could move around in this without things popping out in front. i mean it would be gorgeous to just lay there in the sun, but i didn't feel like i could even walk safely, and i am not well-endowed. very bummed but it's going back.",1,0,0,Initmates,Intimate,Swim
9721,545,73,Every woman's cami,"Looking for the perfect camisole that smooths the flab, keeps you warm or cool as appropriate, doesn't ride up, and looks good? this is it! it takes a bit of extra effort to get this cami over your head and pulled down, but once you do, you say ""ahhh!"" it feels good and is a blessing--a seamless bit of control of middle-age, middle-body flab. for sizing: i wear a size 4 in most clothes, and in this cami, i can wear a small/medium or a medium/large. the former pulls in more, but the later gives m",5,1,3,Initmates,Intimate,Layering
9761,261,63,Classic tee,"I really love the fit of this classic scoop neck tee. i am 5'8"", 140 lbs, and 34 a/b. i am typically a size xs/s or 2/4 in all retailer tops. however, this brand (velvet) runs small. i had to order a size medium. the fit is slim to your body and is a little sexy with the low scoop neck! the fabric is very soft and a little thin. i am a little concerned how it is going to wash, it seems a little delicate. but i will wash it on the delicate cycle and line dry it. i ordered the black (classic",5,1,3,Initmates,Intimate,Layering
9780,741,34,Love it!,I am a true to size 4 and when this bathing suit arrived it looks like it's a kids 4. i will exchange for an 8 and hope for the best. the quality looks great and the styling is beautiful but i could barely get into the suit.,3,0,5,Initmates,Intimate,Swim
9795,583,21,Perfect summer maxi!,"Maxi dresses are always my summer staple and moss has been my favorite wardrobe color lately, so this dress was a must buy! i'm petite and this came about two inches above my feet. i would be cautious if you're more chesty, i wear a c cup and typically am a 0/2 at retailer, but the extra small's bust line didn't hit under my bust properly and was too high up. i'm hoping sizing up will fix the problem if the small comes back in stock online. besides sizing issues on my part this dress was nice and",4,1,2,Initmates,Intimate,Lounge
9882,961,31,Vest obsessed,"I'm in love, i'm in love, and i don't care who knows it. i bought this vest on a whim and i'm so glad i did. it's so soft and cozy. the medium brown color makes it highly versatile as well. i've tried the faux fur vests and they are too bulky for my taste, but this was not bulky at all. warm and hangs well. i am 5'5"", 135lbs, curvy/athletic frame and the small was just right. try this vest on...i promise you will be in love!",5,1,9,General,Jackets,Jackets
9887,794,38,"Lovely, but not one size fits all.","I love this sweatshirt. it's super chic and sexy (and for those of us that need actual support, it looks great with a strappy sports bra).  that said, selling this as ""one size fits all"" is misleading, at best.  i'm 5'2, ~160 (a lot of it muscle, but i enjoy chorizo), a 34ddd, and this fit me perfectly, but i can't imagine it would work for anyone much larger than a size 12.  just be real -- this is a smedium. 

one star removed for the ""one size fits all"" fallacy.",4,1,0,Initmates,Intimate,Lounge
9888,588,63,Birthday gift,"I purchased for my daughter who is mid 30's and she loved the romper.
i'm going to list her size since that is appropriate for who is wearing the item.",4,1,0,General,Bottoms,Shorts
9968,1062,30,Interesting cut,"These have a very interesting cut. it seems like they were made for someone extremely tall. i'm about 5'5"" and the size 4 fit in the waist, but fell way below where they do on the model on the picture. it's hard to imagine who they would look good on, they're also very poofy right below the waist.",2,0,0,General,Bottoms,Pants
9972,990,52,Not as advertised,"There is no back zip on this skirt and therefore it does not lay flat as it would if there were a zip. instead it has an elastic waist. it is very nice quality but i never would have purchased this skirt if i knew it had an elastic waist. i am 5'6"" and a size 6. it runs a bit large - i think this is due to the elastic waste.",3,0,5,General,Bottoms,Skirts
10003,589,35,Just what i wanted,"Could not wait to try this on when it arrived, jumpers are tricky in the way they can ride up and become unflattering. not the case here, i usually wear a size 8 but i decided to order a size down for a size 6. i am 5'5 and 150 lb. being the fact that i am in the midst of losing weight i thought i would rather it be more snug and this really was just right. the pockets make it casual and cute, while the print and bare shoulder make it fresh and chic. you will love!",5,1,8,General Petite,Bottoms,Pants
10021,960,34,The perfect summer blazer,"This is a must have for summer. i'm always hot but sometimes a sweater just doesn't look right. the short sleeves are just what i've been looking for. every jacket i own runs smaller on me around the bust and arms, so i think for everyone else, your normal jacket size should be perfect.",5,1,9,General Petite,Jackets,Jackets
10061,1171,30,Fun bottom,Fits true to size with good coverage. stayed put when i was in the pool.,5,1,1,Initmates,Intimate,Swim
10071,498,48,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,2,0,0,General Petite,Intimate,Lounge
10121,560,45,Wonderful work to dinner dress,"Fantastic quality. i agree the material is heavier and may be too hot for summer in sc but will be perfect for ac cooled offices. the fit is tts. i am smaller on top than the bottom and size 2 fit well everywhere thanks to the somewhat stretchy material, 32-24-36. i never write reviews but this dress really is fantastic and at a great price point given the high quality of the fabric and design. i couldn't tell from the pics but the back bottom is not a single center slit but a double slit. i rea",5,1,3,General,Trend,Trend
10162,376,38,Super soft,"Great, really soft hoodie. i got an xxs petite and it's still a little big, but it works. i'm 5'1"", 95lbs.",5,1,0,Initmates,Intimate,Lounge
10169,147,58,Pleasant dreamy pjs,"I saw these in the connecticut retailer but didn't want to pay full price. the very next week, they went on sale! i ordered xs (i'm 5'4, small frame, 120lbs). while the length is perfect, the waist is a bit tight for pjs. though, not tight enough to return as i love everything else about these. they're like wearing a painting of fine art! light weight flannel. hope they hold up well iin cold water wash!",5,1,0,Initmates,Intimate,Sleep
10178,86,48,Size up,"It's beautiful, but more sheer on bottom than it appears in photo. size up.",4,1,0,Initmates,Intimate,Intimates
10185,264,29,My favorite invisible socks,"I purchased this sock in another print before and wear them all the time. i was happy to see a new pair on the website and purchased them again! these liner socks actually stay on my feet... others brands i've tried before slip off my heel, but these stay hidden and stay put. plus a fun design!",5,1,0,Initmates,Intimate,Legwear
10235,131,23,Comfy chic,"I saw this romper online and knew i needed it as i love flannels and i love rompers. it's super comfy. i bought with the intention of wearing it out, not just around the house. i think in the fall it will be cute with high socks and boots but as i just got it, i've been opting for tights. lots of compliments so far. i got a small because i didn't want it to be too short, it fits well.",5,1,0,General,Bottoms,Shorts
10241,592,58,Lovely but...,I have been staring at these shorts since they first appeared and finally decided to treat myself to them for my birthday. when they came in the mail i was so excited and they in person are even more beautiful and well made then in the picture. but be warned these shorts are rather short so if you don't mind showing a bit of leg these will be right up your alley.,4,1,0,General,Bottoms,Shorts
10272,619,36,Love it!,"The fabric is beautiful.  didn't wrinkle so much after 8 hours in a suitcase.  as opposed to the other reviewer mine arrived neatly, stripes match nicely.  i am kind of thick waisted and the size 6 was still perfect for me - i am currently 130 lbs, 34-28-35.  love the colors and the fabric, a nice cotton twill, lined, pockets, pretty bow belt.  i am not a fan of the size zipper style but it is not a deal breaker.  glad i have them !!",5,1,6,General,Bottoms,Shorts
10281,626,39,Meh... not doing it for me,Maybe if i sized down to a small i'd like them better.. they look ok from the front. but it seems like the leg was cut way too wide. there is exceess material in the back and leg hole. they are not all flattering to my rear end. overall kind of shapeless and the fabric is prone too wrinkling. too expensive (with the added shipping fee for an online exclusive) for the lack of structure and simplicity.,3,0,5,General Petite,Bottoms,Pants
10297,148,48,Adorable whimsical soft wonderful,Purchased as a gift for someone who needs to up her pj ante -- soft cute fun,5,1,0,Initmates,Intimate,Sleep
10483,574,26,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,4,1,0,Initmates,Intimate,Layering
10490,254,69,This will not fit bustier women,"I so wanted to love the striped peplum top, however i have a petite frame with a large chest and there was absolutely no support in the top. not flattering in the least for a d-dd cup. will be returning. i imagine this would be perfect for someone with a frame like mary kate or ashley olsen :)",2,0,2,Initmates,Intimate,Swim
10599,284,36,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,1,0,0,Initmates,Intimate,Intimates
10607,157,30,"Soft, comfy and well made!",I love these tights!! they're thick and durable and the pattern is super cute.,5,1,0,Initmates,Intimate,Legwear
10644,771,35,Love it!,Adorable romper. the only thing is the sleeves are a little shorter than portrayed in the picture. they come to about mid-forearm on me (and i'm a petite person). still cute but def not if you're looking for a full sleeve.,4,1,0,General Petite,Bottoms,Pants
10678,632,35,Great beach shorts,"I've been looking for white beach shorts and these are perfect! as another reviewer said, they are in fact see-through -- because they are meant to be a cover up, not ""real"" shorts. the hem detail is very cute and they're super comfortable! my size small fit tts, and the 3"" hem is nice for tall women.",5,1,0,Initmates,Intimate,Lounge
10720,87,39,Love it!,"The fit is gorgeous, but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut, high on the shoulders, you can't wear a cami underneath to provide coverage. very cute, but not practical.",3,0,1,Initmates,Intimate,Intimates
10722,456,44,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,4,1,0,General,Bottoms,Shorts
10740,1067,41,Beautiful,"I love this jumpsuit. i've worn it twice and received many compliments both times. absolutely gorgeous. i couldn't be happier. 5'5"", 135, 34c-6.",5,1,2,General Petite,Bottoms,Pants
10741,477,24,Love it!,"This is cuter in person, more of a brown than a cream like in the picture. it runs a little smaller than i was expecting, but that's actually good for me as things usually are a little loose up top. i'm 5'6"", 120 lbs, 32c, and an xs fit well for a sexier look, but if you're wanting it a little looser, i would go up one size.",5,1,2,Initmates,Intimate,Sleep
10751,704,35,Perfectly sexy and sweet,"My bridesmaids gifted this to me at my bridal shower, and of all the lingerie i received that day, this was the most memorable. it is equally romantic and sexy as it is subtly sheer. the delicate eyelash lace detail adds so much flair. i have this in size small and it fits tts. love this piece! i plan to wear this for my boudoir shoot.",5,1,1,Initmates,Intimate,Intimates
10772,209,25,Fun ;),"This little pantie is fun and playful. its a deep maroon color with small shimmering lace details. the back is sheer but the front is more filled in and opaque. the ribbons on the sides can actually be untied which is a big plus for me. i'm a small lass, but i have a big bum so i got a medium and it fits perfectly.",5,1,0,Initmates,Intimate,Intimates
10796,315,40,Love it!,"While the print is cute, the fit is a disaster if you are a c cup or fuller. the bottom band does not lay flat as pictured on the model (it rides up under your boobs) and the whole cup area tips forward - it's not really molded like a bra, more flat foam insert. immediately went back. hopefully, if retailer continues to do swimwear, they'll take a look at adjusting the designs to make sure they're also workable for fuller cup sizes (underwire please!)",1,0,7,Initmates,Intimate,Swim
10801,22,30,Please bring this shirt back!!!,"This is my favorite shirt ever. i've had it for years and it still looks great. please, please bring it back!!",5,1,0,General,Tops,Knits
10802,125,35,Romantic top,This top is well made and the pleats give it a whimsical feel. i'm still debating on keeping it as it's slight boxy.,4,1,0,Initmates,Intimate,Layering
10810,437,39,Great romper,"This romper is so flattering. i normally don't like how short rompers are, but this fits and flares at the perfect spots on me. not to mention that it's super comfortable. i wore it last weekend and got a ton of complements. very happy i bought it! i normally wear a medium, but the small fit me perfectly?i'd recommend sizing down.",5,1,0,General Petite,Bottoms,Pants
10858,743,31,Love it!,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",2,0,3,Initmates,Intimate,Intimates
10875,119,48,Love it!,Seafolly is my favorite swim/beach brand. the quality is always great! this is a colorful sheer kaftan that will get much use this summer.,4,1,0,Initmates,Intimate,Swim
10902,759,66,Underwhelming,"Fabric felt and looked cheap.  hem was completely frayed, all the way around, perhaps purposely, but ratty looking, all the same.",1,0,0,Initmates,Intimate,Lounge
10943,172,70,Soft and beautiful,"Looks better in person than the pictures online. very soft and comfortable. if you are between sizes, size down. it is roomy with a lot of material that drapes in the front. just know that this sweater is short in the back and does not cover your backside.",5,1,2,Initmates,Intimate,Sleep
10947,1107,47,Cute but not for me,"It's a nice drop-waist, embroidered, lightweight dress for summer. my problem was that the armholes were too large for me and i found that to be unflattering. it's a swing style so it's forgiving in the hips and belly.",4,1,2,General,Dresses,Dresses
11028,143,38,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Layering
11043,12,28,Beautiful staple item,"Love this striped top! it's perfect to throw on with black skinnies and a denim jacket or long grey cardigan. it also pairs well with camel. it is super soft. runs big imo, even though other reviewers said small. like most bordeaux, i took an xs, whereas i wear a small in most other retailer brands. similar to the photo, although much looser on me.",5,1,0,General,Tops,Knits
11048,356,27,Super comfortable,I love this with skinny jeans! it is comfortable and soft. it fits well.,5,1,0,General Petite,Intimate,Lounge
11057,664,34,Very cute & comfy!,"This is a great pullover. very cute for lounging at home or running errands. it does run large, i ordered an xs & it's pretty big. for reference, i'm 5'7'', 125 lbs & 34 b. it is also a little pricey for lounge wear but i am keeping it because it is so cute.",4,1,4,Initmates,Intimate,Sleep
11060,403,36,Love my new workout clothes!!,"I am loving these new leggings and i dont even surf. i just wear them to the gym and at home and to run errands with a cute tunic top etc... they make me feel sunny and happy :) fabric is light and flexible but stays in place (went running in them) size is accurate, i am usually a 2 on retailer pants/skirts, 27 on jeans, and the small was perfect.",5,1,1,Initmates,Intimate,Swim
11064,791,53,Love the big front pocket,"These pants are very comfortable i love putting my phone and wallet in the front big pocket so cool the linen is soft fits great
the tie dye is very unique love it!",5,1,4,Initmates,Intimate,Lounge
11074,628,60,Cute cover-up or summer top & shorts!,"Lightweight, soft cotton top and shorts. i think it's meant to be a beach cover-up but i'm wearing it as a thin, light-weight summer outfit on these hot hot days. the top has a loose elastic around the bottom which i didn't realize when i ordered it, but i like it and it matches the look in the photos. and the shorts are very low-cut - don't expect them up around your waist. again, i like that. some might want to wear a cami underneath because it's a thin cotton but i'm fine as-is. i bought it i",5,1,2,Initmates,Intimate,Lounge
11078,90,41,Love it!,Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.,5,1,0,Initmates,Intimate,Legwear
11086,208,31,Must see in person,"A whim of a purchase on a tops sale. i spotted the black, but went for the mauve. it's great in person, fits loosely and hangs nicely for layering. i will buy the black too when in goes on sale. 5'5"", 135lbs, 34c, curvy/muscular frame, and the small was perfect (and every a little roomy) on me.",5,1,6,Initmates,Intimate,Layering
11137,575,25,Better than i'd hoped,"I saw this online yesterday and i was in the store today to try it on. i assumed it would look average or below average on me and i could just walk away no problem. by no means am i in the financial bracket to be spending this much money on a jumpsuit, yet here i am at home wearing it as i write this review. it is surprisingly flattering. i am 5 feet tall and have a petite frame so wide leg pants never work on me, but this somehow did without making me look bulky. given my height, it comes to ab",5,1,3,General,Trend,Trend
11189,375,39,Love it!,I think it's a little on the long side and the sleeves are a little tight but otherwise i really like this jacket. it's lightweight for summer and yet more stylish than the other long sleeve things i grab in case i get cold.,4,1,0,Initmates,Intimate,Lounge
11190,111,35,Excellent fit and quality,"As a dancer and yoga enthusiast i have tried my fair share of leggings. these are probably the best i've ever found. pure + good makes top quality, well fitting leggings that do not slide down, shift around, or become see-through regardless of the physicality of your movement. they breathe wonderfully and have survived one washing with no ill-effects. they are high enough in the rise that i never have to worry about revealing anything i don't want, nor do i constantly have to adjust them to keep",5,1,0,Initmates,Intimate,Lounge
